offline_datapoint_24 1573564219 1,303
offline_datapoint_13 1573564219 5035,696
offline_datapoint_18 1573564221 0,000
offline_datapoint_0 1573564219 5995,782
offline_datapoint_16 1573564219 93,773
offline_datapoint_28 1573564219 0,157
offline_datapoint_17 1573564219 5,673
offline_datapoint_10 1573564219 99,736
offline_datapoint_29 1573564219 0,000
offline_datapoint_22 1573564219 10752,000
offline_datapoint_4 1573564219 0,002
offline_datapoint_11 1573564224 158944,000
offline_datapoint_5 1573564224 2335,000
offline_datapoint_26 1573564224 255582208,000
offline_datapoint_14 1573564224 248741888,000
offline_datapoint_3 1573564224 8842915840,000
offline_datapoint_9 1573564224 97804288,000
offline_datapoint_25 1573564224 1799,000
offline_datapoint_19 1573564222 0,000
offline_datapoint_8 1573564222 2981,264
offline_datapoint_21 1573564224 97804288,000
offline_datapoint_1 1573564222 0,000
offline_datapoint_20 1573564224 4922978304,000
offline_datapoint_7 1573564224 4994785280,000
offline_datapoint_6 1573564222 0,000
offline_datapoint_12 1573564222 3,171
offline_datapoint_24 1573564222 1,694
offline_datapoint_13 1573564222 4807,855
offline_datapoint_18 1573564224 0,000
offline_datapoint_0 1573564222 5706,971
offline_datapoint_16 1573564222 201,842
offline_datapoint_28 1573564222 0,221
offline_datapoint_17 1573564222 18,016
offline_datapoint_10 1573564222 99,687
offline_datapoint_29 1573564222 0,000
offline_datapoint_22 1573564222 5385,481
offline_datapoint_4 1573564222 0,002
offline_datapoint_11 1573564227 158944,000
offline_datapoint_5 1573564227 2338,000
offline_datapoint_26 1573564227 255594496,000
offline_datapoint_14 1573564227 248811520,000
offline_datapoint_3 1573564227 8843284480,000
offline_datapoint_9 1573564227 97820672,000
offline_datapoint_25 1573564227 1798,000
offline_datapoint_19 1573564225 140,487
offline_datapoint_8 1573564225 3935,640
offline_datapoint_21 1573564227 97820672,000
offline_datapoint_1 1573564225 25,301
offline_datapoint_20 1573564227 4923699200,000
offline_datapoint_7 1573564227 4996567040,000
offline_datapoint_6 1573564225 0,000
offline_datapoint_12 1573564225 2,724
offline_datapoint_24 1573564225 1,951
offline_datapoint_13 1573564225 4946,682
offline_datapoint_18 1573564227 0,000
offline_datapoint_0 1573564225 6025,304
offline_datapoint_16 1573564225 62,587
offline_datapoint_28 1573564225 1,347
offline_datapoint_17 1573564225 39,283
offline_datapoint_10 1573564225 98,516
offline_datapoint_29 1573564225 0,000
offline_datapoint_22 1573564225 17624,949
offline_datapoint_4 1573564225 0,013
offline_datapoint_11 1573564230 158944,000
offline_datapoint_5 1573564230 2341,000
offline_datapoint_26 1573564230 255598592,000
offline_datapoint_14 1573564230 248811520,000
offline_datapoint_3 1573564230 8843816960,000
offline_datapoint_9 1573564230 97832960,000
offline_datapoint_25 1573564230 1797,000
offline_datapoint_19 1573564228 0,000
offline_datapoint_8 1573564228 3713,275
offline_datapoint_21 1573564230 97832960,000
offline_datapoint_1 1573564228 0,000
offline_datapoint_20 1573564230 4923428864,000
offline_datapoint_7 1573564230 4997066752,000
offline_datapoint_6 1573564228 0,130
offline_datapoint_12 1573564228 2,672
offline_datapoint_24 1573564228 1,303
offline_datapoint_13 1573564228 4749,336
offline_datapoint_18 1573564230 0,000
offline_datapoint_0 1573564228 5737,364
offline_datapoint_16 1573564228 235,499
offline_datapoint_28 1573564228 0,207
offline_datapoint_17 1573564228 8,006
offline_datapoint_10 1573564228 99,698
offline_datapoint_29 1573564228 0,667
offline_datapoint_22 1573564228 8234,667
offline_datapoint_4 1573564228 0,002
offline_datapoint_11 1573564233 158944,000
offline_datapoint_5 1573564233 2337,000
offline_datapoint_26 1573564233 255598592,000
offline_datapoint_14 1573564233 248811520,000
offline_datapoint_3 1573564233 8848408576,000
offline_datapoint_9 1573564233 97837056,000
offline_datapoint_25 1573564233 1792,000
offline_datapoint_19 1573564231 0,000
offline_datapoint_8 1573564231 1655,342
offline_datapoint_21 1573564233 97837056,000
offline_datapoint_1 1573564231 0,000
offline_datapoint_20 1573564233 4927795200,000
offline_datapoint_7 1573564233 5001785344,000
offline_datapoint_6 1573564231 0,130
offline_datapoint_12 1573564231 3,275
offline_datapoint_24 1573564231 1,692
offline_datapoint_13 1573564231 5898,175
offline_datapoint_18 1573564233 0,000
offline_datapoint_0 1573564231 7108,937
offline_datapoint_16 1573564231 110,645
offline_datapoint_28 1573564231 0,167
offline_datapoint_17 1573564231 5,999
offline_datapoint_10 1573564231 99,730
offline_datapoint_29 1573564231 0,667
offline_datapoint_22 1573564231 10837,333
offline_datapoint_4 1573564231 0,002
offline_datapoint_11 1573564236 158944,000
offline_datapoint_5 1573564236 2337,000
offline_datapoint_26 1573564236 255602688,000
offline_datapoint_14 1573564236 248811520,000
offline_datapoint_3 1573564236 8847233024,000
offline_datapoint_9 1573564236 97849344,000
offline_datapoint_25 1573564236 1793,000
offline_datapoint_19 1573564234 0,000
offline_datapoint_8 1573564234 593,480
offline_datapoint_21 1573564236 97849344,000
offline_datapoint_1 1573564234 0,000
offline_datapoint_20 1573564236 4927868928,000
offline_datapoint_7 1573564236 5000015872,000
offline_datapoint_6 1573564234 0,260
offline_datapoint_12 1573564234 3,148
offline_datapoint_24 1573564234 2,083
offline_datapoint_13 1573564234 5332,993
offline_datapoint_18 1573564236 0,000
offline_datapoint_0 1573564234 6685,568
offline_datapoint_16 1573564234 66,646
offline_datapoint_28 1573564234 0,115
offline_datapoint_17 1573564234 3,332
offline_datapoint_10 1573564234 99,839
offline_datapoint_29 1573564234 0,000
offline_datapoint_22 1573564234 7526,400
offline_datapoint_4 1573564234 0,001
offline_datapoint_11 1573564239 158941,000
offline_datapoint_5 1573564239 2335,000
offline_datapoint_26 1573564239 255619072,000
offline_datapoint_14 1573564239 248811520,000
offline_datapoint_3 1573564239 8847814656,000
offline_datapoint_9 1573564239 97849344,000
offline_datapoint_25 1573564239 1793,000
offline_datapoint_19 1573564237 0,000
offline_datapoint_8 1573564237 5064,299
offline_datapoint_21 1573564239 97849344,000
offline_datapoint_1 1573564237 0,000
offline_datapoint_20 1573564239 4927467520,000
offline_datapoint_7 1573564239 5000892416,000
offline_datapoint_6 1573564237 0,000
offline_datapoint_12 1573564237 3,089
offline_datapoint_24 1573564237 1,696
offline_datapoint_13 1573564237 4822,872
offline_datapoint_18 1573564239 0,000
offline_datapoint_0 1573564237 5936,844
offline_datapoint_16 1573564237 281,498
offline_datapoint_28 1573564237 0,238
offline_datapoint_17 1573564237 10,352
offline_datapoint_10 1573564237 99,613
offline_datapoint_29 1573564237 0,000
offline_datapoint_22 1573564237 7481,806
offline_datapoint_4 1573564237 0,002
offline_datapoint_11 1573564242 158941,000
offline_datapoint_5 1573564242 2335,000
offline_datapoint_26 1573564242 255619072,000
offline_datapoint_14 1573564242 248811520,000
offline_datapoint_3 1573564242 8847732736,000
offline_datapoint_9 1573564242 97853440,000
offline_datapoint_25 1573564242 1793,000
offline_datapoint_19 1573564240 0,000
offline_datapoint_8 1573564240 47,618
offline_datapoint_21 1573564242 97853440,000
offline_datapoint_1 1573564240 0,000
offline_datapoint_20 1573564242 4927422464,000
offline_datapoint_7 1573564242 5001064448,000
offline_datapoint_6 1573564240 0,000
offline_datapoint_12 1573564240 0,362
offline_datapoint_24 1573564240 0,130
offline_datapoint_13 1573564240 4303,613
offline_datapoint_18 1573564242 0,000
offline_datapoint_0 1573564240 4812,761
offline_datapoint_16 1573564240 35,963
offline_datapoint_28 1573564240 0,171
offline_datapoint_17 1573564240 14,985
offline_datapoint_10 1573564240 99,771
offline_datapoint_29 1573564240 0,000
offline_datapoint_22 1573564240 5472,711
offline_datapoint_4 1573564240 0,002
offline_datapoint_11 1573564245 158941,000
offline_datapoint_5 1573564245 2333,000
offline_datapoint_26 1573564245 255676416,000
offline_datapoint_14 1573564245 248815616,000
offline_datapoint_3 1573564245 8847540224,000
offline_datapoint_9 1573564245 98402304,000
offline_datapoint_25 1573564245 1792,000
offline_datapoint_19 1573564243 0,334
offline_datapoint_8 1573564243 4417,828
offline_datapoint_21 1573564245 98402304,000
offline_datapoint_1 1573564243 0,334
offline_datapoint_20 1573564245 4928057344,000
offline_datapoint_7 1573564245 5002772480,000
offline_datapoint_6 1573564243 0,000
offline_datapoint_12 1573564243 3,807
offline_datapoint_24 1573564243 1,694
offline_datapoint_13 1573564243 4838,892
offline_datapoint_18 1573564245 0,000
offline_datapoint_0 1573564243 5991,311
offline_datapoint_16 1573564243 350,330
offline_datapoint_28 1573564243 0,190
offline_datapoint_17 1573564243 8,341
offline_datapoint_10 1573564243 99,670
offline_datapoint_29 1573564243 0,000
offline_datapoint_22 1573564243 10485,760
offline_datapoint_4 1573564243 0,002
offline_datapoint_11 1573564248 158941,000
offline_datapoint_5 1573564248 2336,000
offline_datapoint_26 1573564248 255676416,000
offline_datapoint_14 1573564248 248815616,000
offline_datapoint_3 1573564248 8856584192,000
offline_datapoint_9 1573564248 98553856,000
offline_datapoint_25 1573564248 1786,000
offline_datapoint_19 1573564246 0,000
offline_datapoint_8 1573564246 1464,278
offline_datapoint_21 1573564248 98553856,000
offline_datapoint_1 1573564246 0,000
offline_datapoint_20 1573564248 4936605696,000
offline_datapoint_7 1573564248 5010833408,000
offline_datapoint_6 1573564246 0,130
offline_datapoint_12 1573564246 4,591
offline_datapoint_24 1573564246 2,600
offline_datapoint_13 1573564246 4998,512
offline_datapoint_18 1573564248 0,000
offline_datapoint_0 1573564246 6487,084
offline_datapoint_16 1573564246 72,216
offline_datapoint_28 1573564246 0,035
offline_datapoint_17 1573564246 1,331
offline_datapoint_10 1573564246 99,932
offline_datapoint_29 1573564246 0,000
offline_datapoint_22 1573564246 8192,000
offline_datapoint_4 1573564246 0,000
offline_datapoint_11 1573564251 158941,000
offline_datapoint_5 1573564251 2337,000
offline_datapoint_26 1573564251 255676416,000
offline_datapoint_14 1573564251 248815616,000
offline_datapoint_3 1573564251 8847740928,000
offline_datapoint_9 1573564251 98553856,000
offline_datapoint_25 1573564251 1790,000
offline_datapoint_19 1573564249 0,000
offline_datapoint_8 1573564249 73,451
offline_datapoint_21 1573564251 98553856,000
offline_datapoint_1 1573564249 0,000
offline_datapoint_20 1573564251 4928417792,000
offline_datapoint_7 1573564251 5002932224,000
offline_datapoint_6 1573564249 0,130
offline_datapoint_12 1573564249 0,745
offline_datapoint_24 1573564249 0,652
offline_datapoint_13 1573564249 4356,005
offline_datapoint_18 1573564251 0,000
offline_datapoint_0 1573564249 4862,152
offline_datapoint_16 1573564249 39,397
offline_datapoint_28 1573564249 0,108
offline_datapoint_17 1573564249 4,006
offline_datapoint_10 1573564249 99,825
offline_datapoint_29 1573564249 0,000
offline_datapoint_22 1573564249 13653,333
offline_datapoint_4 1573564249 0,001
offline_datapoint_11 1573564254 158941,000
offline_datapoint_5 1573564254 2335,000
offline_datapoint_26 1573564254 255676416,000
offline_datapoint_14 1573564254 248815616,000
offline_datapoint_3 1573564254 8847482880,000
offline_datapoint_9 1573564254 98848768,000
offline_datapoint_25 1573564254 1790,000
offline_datapoint_19 1573564252 5,328
offline_datapoint_8 1573564252 2948,245
offline_datapoint_21 1573564254 98848768,000
offline_datapoint_1 1573564252 0,333
offline_datapoint_20 1573564254 4928376832,000
offline_datapoint_7 1573564254 5003649024,000
offline_datapoint_6 1573564252 0,130
offline_datapoint_12 1573564252 2,697
offline_datapoint_24 1573564252 1,691
offline_datapoint_13 1573564252 4601,034
offline_datapoint_18 1573564254 0,000
offline_datapoint_0 1573564252 5435,921
offline_datapoint_16 1573564252 189,823
offline_datapoint_28 1573564252 0,114
offline_datapoint_17 1573564252 4,329
offline_datapoint_10 1573564252 99,806
offline_datapoint_29 1573564252 0,000
offline_datapoint_22 1573564252 12918,154
offline_datapoint_4 1573564252 0,001
offline_datapoint_11 1573564257 158941,000
offline_datapoint_5 1573564257 2332,000
offline_datapoint_26 1573564257 255668224,000
offline_datapoint_14 1573564257 248827904,000
offline_datapoint_3 1573564257 8847212544,000
offline_datapoint_9 1573564257 98177024,000
offline_datapoint_25 1573564257 1791,000
offline_datapoint_19 1573564255 0,667
offline_datapoint_8 1573564255 72,021
offline_datapoint_21 1573564257 98177024,000
offline_datapoint_1 1573564255 0,667
offline_datapoint_20 1573564257 4927467520,000
offline_datapoint_7 1573564257 5002379264,000
offline_datapoint_6 1573564255 0,000
offline_datapoint_12 1573564255 0,751
offline_datapoint_24 1573564255 0,651
offline_datapoint_13 1573564255 4635,339
offline_datapoint_18 1573564257 0,000
offline_datapoint_0 1573564255 5135,150
offline_datapoint_16 1573564255 38,344
offline_datapoint_28 1573564255 0,281
offline_datapoint_17 1573564255 18,339
offline_datapoint_10 1573564255 99,633
offline_datapoint_29 1573564255 0,667
offline_datapoint_22 1573564255 5836,800
offline_datapoint_4 1573564255 0,003
offline_datapoint_11 1573564260 158941,000
offline_datapoint_5 1573564260 2330,000
offline_datapoint_26 1573564260 255668224,000
offline_datapoint_14 1573564260 248827904,000
offline_datapoint_3 1573564260 8848670720,000
offline_datapoint_9 1573564260 98189312,000
offline_datapoint_25 1573564260 1792,000
offline_datapoint_19 1573564258 0,000
offline_datapoint_8 1573564258 4340,580
offline_datapoint_21 1573564260 98189312,000
offline_datapoint_1 1573564258 0,000
offline_datapoint_20 1573564260 4928438272,000
offline_datapoint_7 1573564260 5001408512,000
offline_datapoint_6 1573564258 0,130
offline_datapoint_12 1573564258 3,131
offline_datapoint_24 1573564258 1,560
offline_datapoint_13 1573564258 4735,390
offline_datapoint_18 1573564260 0,000
offline_datapoint_0 1573564258 5730,404
offline_datapoint_16 1573564258 233,690
offline_datapoint_28 1573564258 0,166
offline_datapoint_17 1573564258 8,655
offline_datapoint_10 1573564258 99,650
offline_datapoint_29 1573564258 0,000
offline_datapoint_22 1573564258 10200,615
offline_datapoint_4 1573564258 0,002
offline_datapoint_11 1573564263 158941,000
offline_datapoint_5 1573564263 2333,000
offline_datapoint_26 1573564263 255668224,000
offline_datapoint_14 1573564263 248827904,000
offline_datapoint_3 1573564263 8847183872,000
offline_datapoint_9 1573564263 98189312,000
offline_datapoint_25 1573564263 1792,000
offline_datapoint_19 1573564261 0,000
offline_datapoint_8 1573564261 38,674
offline_datapoint_21 1573564263 98189312,000
offline_datapoint_1 1573564261 0,000
offline_datapoint_20 1573564263 4927520768,000
offline_datapoint_7 1573564263 5000757248,000
offline_datapoint_6 1573564261 0,000
offline_datapoint_12 1573564261 0,634
offline_datapoint_24 1573564261 0,391
offline_datapoint_13 1573564261 4306,484
offline_datapoint_18 1573564263 0,000
offline_datapoint_0 1573564261 4774,906
offline_datapoint_16 1573564261 46,009
offline_datapoint_28 1573564261 0,093
offline_datapoint_17 1573564261 3,334
offline_datapoint_10 1573564261 99,851
offline_datapoint_29 1573564261 0,000
offline_datapoint_22 1573564261 8140,800
offline_datapoint_4 1573564261 0,001
offline_datapoint_11 1573564266 158941,000
