110 1573564189 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564190 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564191 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564189 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564190 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564191 0,200000 -1,000000 -101,000000 0,000000 0,000000
110 1573564192 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564193 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564194 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564195 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564196 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564192 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564193 0,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564194 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564195 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564196 1,200000 -1,000000 -101,000000 0,000000 0,000000
110 1573564197 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564198 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564204 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564205 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564206 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564197 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564198 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564204 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564205 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564206 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564207 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564208 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564209 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564210 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564211 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564207 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564208 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564209 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564210 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564211 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564212 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564213 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564212 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564213 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564219 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564220 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564221 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564219 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564220 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564221 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564222 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564223 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564224 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564225 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564226 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564222 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564223 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564224 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564225 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564226 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564227 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564228 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564227 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564228 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564234 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564235 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564236 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564234 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564235 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564236 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564237 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564238 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564239 1,200000 -1,000000 -101,000000 0,000000 0,000000
110 1573564240 1,200000 -1,000000 -101,000000 0,000000 0,000000
110 1573564241 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564237 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564238 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564239 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564240 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564241 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564242 1,200000 -1,000000 -101,000000 0,000000 0,000000
110 1573564243 1,200000 -1,000000 -101,000000 0,000000 0,000000
113 1573564242 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564243 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564249 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564250 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564251 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564249 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564250 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564251 0,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564252 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564253 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564254 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564255 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564256 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564252 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564253 0,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564254 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564255 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564256 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564257 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564258 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564257 1,400000 -1,000000 -101,000000 0,000000 0,000000
113 1573564258 1,400000 -1,000000 -101,000000 0,000000 0,000000
110 1573564264 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564265 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564266 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564264 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564265 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564266 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564267 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564268 1,000000 -1,000000 -101,000000 0,000000 0,000000
110 1573564269 1,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564270 1,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564271 1,800000 -1,000000 -101,000000 0,000000 0,000000
113 1573564267 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564268 1,000000 -1,000000 -101,000000 0,000000 0,000000
113 1573564269 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564270 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564271 1,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564272 1,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564273 1,800000 -1,000000 -101,000000 0,000000 0,000000
110 1573564274 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564275 0,600000 -1,000000 -101,000000 0,000000 0,000000
110 1573564276 0,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564272 1,600000 -1,000000 -101,000000 0,000000 0,000000
113 1573564273 1,600000 -1,000000 -101,000000 0,000000 0,000000
