115 1573564189 3,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564190 3,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564191 3,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564192 3,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564193 3,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564194 1,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564195 1,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564196 1,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564197 1,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564198 1,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564204 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564205 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564206 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564207 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564208 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564209 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564210 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564211 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564212 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564213 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564219 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564220 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564221 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564222 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564223 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564224 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564225 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564226 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564227 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564228 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564234 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564235 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564236 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564237 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564238 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564239 2,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564240 2,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564241 2,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564242 2,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564243 2,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564249 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564250 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564251 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564252 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564253 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564254 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564255 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564256 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564257 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564258 1,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564264 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564265 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564266 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564267 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564268 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564269 2,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564270 2,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564271 2,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564272 2,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564273 2,600000 -1,000000 -101,000000 0,000000 0,000000
115 1573564274 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564275 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564276 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564277 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564278 0,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564279 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564280 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564281 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564282 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564283 3,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564284 2,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564285 2,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564286 2,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564287 2,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564288 2,400000 -1,000000 -101,000000 0,000000 0,000000
115 1573564289 0,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564290 0,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564291 0,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564292 0,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564293 0,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564294 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564295 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564296 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564297 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564298 1,200000 -1,000000 -101,000000 0,000000 0,000000
115 1573564299 2,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564300 2,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564301 2,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564302 2,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564303 2,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564304 1,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564305 1,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564306 1,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564307 1,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564308 1,000000 -1,000000 -101,000000 0,000000 0,000000
115 1573564309 3,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564310 3,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564311 3,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564312 3,800000 -1,000000 -101,000000 0,000000 0,000000
115 1573564313 3,800000 -1,000000 -101,000000 0,000000 0,000000
