26 1573563791 2,000000 -1,000000 2,000000 2,000000 0,000000
26 1573563790 2,000000 -1,000000 2,000000 2,000000 0,000000
26 1573563789 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563788 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563787 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563786 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563785 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563784 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563783 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563782 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563781 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563780 0,200000 -1,000000 0,200000 0,200000 0,000000
26 1573563774 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563773 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563772 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563771 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563770 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563769 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563768 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563767 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563766 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563765 0,800000 -1,000000 0,800000 0,800000 0,000000
26 1573563759 1,400000 -1,000000 1,400000 1,400000 0,000000
26 1573563758 1,400000 -1,000000 1,400000 1,400000 0,000000
26 1573563757 1,400000 -1,000000 1,400000 1,400000 0,000000
26 1573563756 1,400000 -1,000000 1,400000 1,400000 0,000000
26 1573563755 1,400000 -1,000000 1,400000 1,400000 0,000000
26 1573563754 3,000000 -1,000000 3,000000 3,000000 0,000000
26 1573563753 3,000000 -1,000000 3,000000 3,000000 0,000000
26 1573563752 3,000000 -1,000000 3,000000 3,000000 0,000000
26 1573563751 3,000000 -1,000000 3,000000 3,000000 0,000000
26 1573563750 3,000000 -1,000000 3,000000 3,000000 0,000000
