23 1573563791 3370,500000 -1,000000 3370,500000 3370,500000 0,000000
23 1573563790 3370,500000 -1,000000 3370,500000 3370,500000 0,000000
23 1573563789 594,200000 -1,000000 594,200000 594,200000 0,000000
23 1573563788 594,200000 -1,000000 594,200000 594,200000 0,000000
23 1573563787 594,200000 -1,000000 594,200000 594,200000 0,000000
23 1573563786 594,200000 -1,000000 594,200000 594,200000 0,000000
23 1573563785 594,200000 -1,000000 594,200000 594,200000 0,000000
23 1573563784 543,400000 -1,000000 543,400000 543,400000 0,000000
23 1573563783 543,400000 -1,000000 543,400000 543,400000 0,000000
23 1573563782 543,400000 -1,000000 543,400000 543,400000 0,000000
23 1573563781 543,400000 -1,000000 543,400000 543,400000 0,000000
23 1573563780 543,400000 -1,000000 543,400000 543,400000 0,000000
23 1573563774 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563773 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563772 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563771 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563770 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563769 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563768 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563767 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563766 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563765 1966,200000 -1,000000 1966,200000 1966,200000 0,000000
23 1573563759 2709,000000 -1,000000 2709,000000 2709,000000 0,000000
23 1573563758 2709,000000 -1,000000 2709,000000 2709,000000 0,000000
23 1573563757 2709,000000 -1,000000 2709,000000 2709,000000 0,000000
23 1573563756 2709,000000 -1,000000 2709,000000 2709,000000 0,000000
23 1573563755 2709,000000 -1,000000 2709,000000 2709,000000 0,000000
23 1573563754 4064,000000 -1,000000 4064,000000 4064,000000 0,000000
23 1573563753 4064,000000 -1,000000 4064,000000 4064,000000 0,000000
23 1573563752 4064,000000 -1,000000 4064,000000 4064,000000 0,000000
23 1573563751 4064,000000 -1,000000 4064,000000 4064,000000 0,000000
23 1573563750 4064,000000 -1,000000 4064,000000 4064,000000 0,000000
