11 1573563791 2,000000 -1,000000 2,000000 2,000000 0,000000
11 1573563790 2,000000 -1,000000 2,000000 2,000000 0,000000
11 1573563784 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563783 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563782 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563781 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563780 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563779 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563778 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563777 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563776 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563775 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563769 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563768 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563767 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563766 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563765 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563764 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563763 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563762 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563761 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563760 0,600000 -1,000000 0,600000 0,600000 0,000000
11 1573563754 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563753 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563752 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563751 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563750 0,400000 -1,000000 0,400000 0,400000 0,000000
11 1573563749 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563748 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563747 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563746 0,200000 -1,000000 0,200000 0,200000 0,000000
11 1573563745 0,200000 -1,000000 0,200000 0,200000 0,000000
